Index,Rarity,RT_Rarity,Headgear,Facial Hair,Hands,Mouth Accessory,Background,Hair,Body,Eyes,Tattoos,Earring,Clothing,Mouth
1049,147.4547,2199,Fast Food Cap,None,Player,None,Baby Yellow,None,Light Beige,Angry,None,Silver Ring,Black Jeans Jacket,Regular
1050,161.5464,1780,Ushanka,None,Player,None,Indigo,Murica,Light Brown,Blasé,None,None,Turtleneck,Bubble Gum
1051,145.8785,2156,None,None,Player,None,Indigo,Slicked Back,Light Beige,VR Headset,None,None,BTFD T,Regular
1052,130.0737,2571,Red Beanie,None,Holy,None,Indigo,Murica,Light Brown,Possessed,None,None,Cookies N Cream Suit,Regular
1053,102.1935,3055,None,None,Player,None,Acquamarine,Balding,Dark Brown,Hypnotized,None,None,Analyst Blazer,Regular
1054,198.9606,1110,Ushanka,None,Holy,None,Indigo,Michael B.,Dark Brown,Oval White Glasses,None,None,Paper Hands,Psycho Smile
1055,200.7899,1547,None,None,Holy,None,Vice City Pink,Lil Chaddy,Light Beige,Angry,69,None,Lehman Siblings T,Bubble Gum
1056,156.6909,2064,None,None,Italian,None,Orange Sherbet,Surfer,Dark Brown,Stoned,None,None,Kiss,Charming Smile
1057,259.0475,578,Samurai Helmet,None,Holy,None,Orange Sherbet,None,Light Beige,Regular,Rekt,None,Papal Regalia,Rainbow Grillz
1058,223.1812,789,None,None,Italian,None,Chrome,Frazzled Bleached,Dark Brown,Angry,None,None,Bull Suit,Drooling
1059,254.2525,379,Balaklava,None,Player,None,Malibu Blue,None,Light Brown,Swimmies,None,None,Gold Suit,Marlboro Red
1060,229.8215,293,Black Beanie,None,Holy,None,Indigo,Balding,Light Beige,3D Glasses,Rekt,Gold Stud & Cross,Blue Jeans Jacket,Shocked
1061,261.0,242,Robin Hood Hat,None,Rockstar,None,Celadon,Michael B.,Psychedelic,Beer Goggles,None,None,Samurai,Cuban Cigar
1062,169.5644,1560,Oil Tycoon,None,Holy,None,Malibu Blue,Michael B.,Dark Brown,Accountant Rims,None,None,This Guy F*cks Suit,Regular
1063,272.923,431,None,None,Italian,None,Celadon,Luscious Blonde,Robot,Fear & Loathing,69,Silver Ring,Samurai,Charming Smile
1064,208.2383,1112,None,None,Rockstar,None,Indigo,Green Fro,Dark Brown,AR Glasses,69,Helix Set,WcDonalds GM,Regular
1065,226.4264,507,Golden Halo,None,Holy,None,Acquamarine,Michael B.,Dark Brown,Regular,None,None,Black Tuxedo,Killer Smile
1066,146.9794,2207,Ushanka,None,Holy,None,Celadon,Murica,Light Beige,Regular,None,None,GME T,Regular
1067,167.5628,1472,Saudi Prince,None,Holy,None,Chrome,Michael B.,Dark Brown,Angry,None,None,WcDonalds GM,Cuban Cigar
1068,164.5732,1865,WSC Cap,None,Player,None,Indigo,None,Light Brown,Regular,None,None,Army Gear,Charming Smile
1069,218.3542,1990,None,Thick Beard,Holy,None,Acquamarine,Michael B.,Dark Brown,Regular,None,Double Helix,Golf Polo,420
1070,140.534,2533,None,None,Player,None,Baby Yellow,Hipster Beanie,Light Brown,Angry,None,None,Golf Polo,Shocked
1071,274.4942,331,None,None,Holy,None,Baby Yellow,Giga Chad,Dark Brown,Possessed,Rekt,None,GME T,Regular
1072,134.5652,2615,WSC Cap,None,Rockstar,None,Chrome,None,Light Beige,Regular,None,None,Blue Jeans Jacket,Psycho Smile
1073,97.3149,3096,None,None,Holy,None,Celadon,Frazzled Bleached,Dark Brown,Stoned,None,None,WSC Trader,Regular
1074,179.0172,1476,None,None,Holy,None,Celadon,Slicked Back,Dark Brown,Hypnotized,None,None,Mink Coat,Regular
1075,177.3257,1557,None,None,Italian,None,Malibu Blue,Punk Mohawk,Light Beige,AR Glasses,None,None,Rambo,Drooling
1076,147.9228,2361,None,None,Rockstar,None,Chrome,Rainbow Fro,Light Brown,Stoned,None,None,Samurai,Killer Smile
1077,185.4324,1277,None,None,Rockstar,None,Chrome,Green Fro,Dark Brown,AR Glasses,None,None,XXL Black T,Regular
1078,106.487,3025,None,None,Holy,None,Chrome,Top Knot,Light Brown,Possessed,None,None,WcDonalds GM,Regular
1079,152.6136,2062,None,None,Holy,None,Celadon,Mullet,Light Beige,3D Glasses,None,Double Helix,Black Jeans Jacket,Killer Smile
1080,264.9524,385,None,None,Holy,None,Vice City Pink,Janet Y.,Dark Brown,3D Glasses,None,None,Ape Suit,Killer Smile
1081,140.1784,2370,None,None,Holy,None,Malibu Blue,Hipster Beanie,Dark Brown,Hypnotized,None,None,Blood-stained T,Killer Smile
1082,171.1263,1486,Oil Tycoon,None,Rockstar,None,Chrome,Michael B.,Light Brown,Oval White Glasses,None,None,Blood-stained T,Bubble Gum
1083,175.0208,1276,Balaklava,None,Player,None,Malibu Blue,None,Light Beige,YOLO-ed life savings,None,None,Hawaiian Shirt,420
1084,135.0924,2473,Black Beanie,None,Player,None,Indigo,Balding,Dark Brown,YOLO-ed life savings,None,None,Cookies N Cream Suit,Bubble Gum
1085,107.4563,3027,None,None,Rockstar,None,Acquamarine,Slicked Back,Light Beige,Accountant Rims,None,None,Friday Night Blazer,Regular
1086,208.9433,761,None,None,Player,None,Indigo,Michael B.,Zombie,Clockwork Orange,None,None,Gold Suit,Paint Mask
1087,183.519,1251,Oil Tycoon,None,Player,None,Orange Sherbet,Michael B.,Dark Brown,Accountant Rims,None,None,Rough Night T,Regular
1088,106.8946,3011,None,None,Player,None,Orange Sherbet,Top Knot,Light Beige,Founder Life,None,None,Friday Night Blazer,Charming Smile
1089,159.1387,1961,Samurai Helmet,None,Player,None,Indigo,None,Robot,Regular,None,None,This Guy F*cks Suit,Killer Smile
1090,154.7468,2078,BlackBerry Cap,None,Rockstar,None,Vice City Pink,None,Light Beige,Oval White Glasses,None,None,Blue Jeans Jacket,Regular
1091,183.0226,538,Pirate,None,Rockstar,None,Vice City Pink,Michael B.,Light Brown,Hypnotized,Tear Drop,Double Helix,Blue Jeans Jacket,Charming Smile
1092,129.8373,2560,None,None,Player,None,Acquamarine,Frazzled Bleached,Light Beige,VR Headset,None,None,WcDonalds GM,Regular
1093,159.0028,1806,None,None,Holy,None,Chrome,Keith G.,Light Beige,Cyborg,None,None,Turtleneck,Charming Smile
1094,145.4395,2314,Black Beanie,None,Player,None,Celadon,Michael B.,Light Brown,Angry,Tear Drop,None,Hawaiian Shirt,420
1095,172.8356,1612,None,None,Player,None,Orange Sherbet,Long Red Hair,Light Brown,Founder Life,None,None,Army Gear,Bubble Gum
1096,262.31,401,Robin Hood Hat,None,Italian,None,Malibu Blue,Michael B.,Light Beige,Founder Life,None,None,Astronaut,Killer Smile
1097,117.7421,2874,None,None,Player,None,Acquamarine,Hipster Beanie,Robot,Stoned,None,None,VC Fleece,Regular
1098,167.1679,1755,Oil Tycoon,None,Italian,None,Acquamarine,Michael B.,Dark Brown,Angry,None,None,Varsity Jacket,Killer Smile
1099,170.8236,1354,Born To Ape Helmet,None,Rockstar,None,Orange Sherbet,Michael B.,Robot,Angry,None,Double Helix,BTFD T,Psycho Smile
1100,159.7096,1877,Samurai Helmet,None,Player,None,Indigo,None,Light Brown,Accountant Rims,None,None,Black Jeans Jacket,Shocked
1101,247.7374,587,WSC Cap,None,Holy,Chad Mask,Vice City Pink,None,Light Brown,Fear & Loathing,None,None,Blood-stained T,Psycho Smile
1102,167.7887,2576,None,None,Player,None,Celadon,Balding,Light Beige,Regular,Barbed Wire,Silver Ring,WSC Red T,Regular
1103,235.564,298,Red Beanie,Verdi Beard,Holy,None,Orange Sherbet,Balding,Light Brown,Blasé,None,Helix Set,Kiss,Regular
1104,137.3321,2472,None,None,Holy,None,Baby Yellow,Keith G.,Dark Brown,Stoned,None,None,BTFD T,Bubble Gum
1105,127.0648,2717,Wolf,None,Holy,None,Acquamarine,None,Light Beige,Angry,None,None,Analyst Blazer,Regular
1106,171.8268,1589,None,None,Italian,None,Orange Sherbet,Keith G.,Psychedelic,Regular,None,None,Shark Suit,Psycho Smile
1107,141.3082,2354,WSC Cap,None,Rockstar,None,Acquamarine,None,Light Beige,Stoned,None,None,Hawaiian Shirt,The pipe
1108,129.1967,2828,None,None,Rockstar,None,Malibu Blue,Surfer,Light Beige,3D Glasses,Tear Drop,None,WcDonalds GM,Shocked
1109,175.0896,2524,None,None,Holy,None,Celadon,Michael B.,Light Beige,Regular,Full Face,None,Knight Armor,Drooling
1110,158.7007,2052,None,None,Italian,None,Orange Sherbet,Surfer,Dark Brown,Blasé,None,None,Psycho Rain Coat,Charming Smile
1111,221.0,102,Astronaut Helmet,None,Holy,None,Chrome,None,Dark Brown,None,None,None,WcDonalds GM,None
1112,170.1341,1639,Wolf,None,Rockstar,None,Chrome,None,Light Beige,Possessed,None,None,WSC Black T,Drooling
1113,122.7697,2875,None,None,Holy,None,Vice City Pink,Fresh Cut,Light Beige,Stoned,None,None,Black Jeans Jacket,Drooling
1114,137.2936,2464,Born To Ape Helmet,None,Player,None,Malibu Blue,Michael B.,Psychedelic,Blasé,None,None,WSC Trader,Regular
1115,120.1551,2900,None,None,Holy,None,Vice City Pink,Luscious Blonde,Light Beige,YOLO-ed life savings,None,None,WSC Red T,Psycho Smile
1116,164.4978,1636,Red Beanie,None,Holy,None,Baby Yellow,Murica,Light Brown,Stoned,None,None,Mustard Polo,The pipe
1117,164.2328,1843,None,None,Italian,None,Baby Yellow,Lil Chaddy,Light Brown,Accountant Rims,None,None,Wen Moon T,Regular
1118,162.6336,1772,None,None,Rockstar,None,Baby Yellow,Lil Chaddy,Light Beige,Oval White Glasses,None,None,80s Disco Suit,Regular
1119,184.1173,1366,Born To Ape Helmet,None,Italian,None,Acquamarine,Michael B.,Light Brown,YOLO-ed life savings,None,None,Psycho Rain Coat,Shocked
1120,134.0117,2475,None,None,Player,None,Vice City Pink,Surfer,Zombie,Blasé,None,None,VC Fleece,Bubble Gum
1121,83.0,157,Balaklava,None,Holy,None,Acquamarine,None,Light Brown,Beer Goggles,None,None,Robin Hood,Bubble Gum
1122,238.0646,461,Red Beanie,None,Holy,None,Celadon,Michael B.,Dark Brown,Possessed,None,Gold Stud & Cross,Gold Suit,Rainbow Grillz
1123,247.5957,768,None,None,Italian,None,Indigo,Rainbow Fro,Light Brown,The Gambler,69,None,Rough Night T,Psycho Smile
1124,119.0,180,Gold Laurel Wreath,None,Holy,Chad Mask,Celadon,Lil Chaddy,Light Beige,The Gambler,None,None,Dapper Suit,Psycho Smile
1125,201.4152,833,Doge Hat,None,Holy,None,Acquamarine,Balding,Light Brown,Clockwork Orange,Tear Drop,None,Hawaiian Shirt,Regular
1126,179.6212,1480,None,None,Holy,None,Malibu Blue,Frazzled Bleached,Light Beige,Oval White Glasses,None,None,Paper Hands,420
1127,160.4699,1758,None,None,Player,None,Chrome,Top Knot,Zombie,YOLO-ed life savings,None,Silver Ring,Mustard Polo,420
1128,129.0171,2569,Pirate,None,Player,None,Malibu Blue,Michael B.,Light Beige,Blasé,None,None,Friday Night Blazer,The pipe
1129,157.802,1690,Ushanka,None,Rockstar,None,Acquamarine,Michael B.,Light Brown,Oval White Glasses,None,Double Helix,Cookies N Cream Suit,Bubble Gum
1130,194.2511,1745,Helicopter Cap,None,Player,None,Baby Yellow,None,Dark Brown,AR Glasses,69,None,80s Gym,Charming Smile
1131,146.7483,2149,None,None,Player,None,Celadon,Surfer,Dark Brown,The Gambler,None,None,Exec Suit,Killer Smile
1132,137.5148,2395,None,None,Rockstar,None,Vice City Pink,Green Fro,Dark Brown,Black Wayfarer,None,None,WcDonalds GM,Shocked
1133,223.932,152,Ninja Mask,None,Player,None,Vice City Pink,None,Dark Brown,Possessed,None,None,WSC Trader,None
1134,175.9114,1958,Samurai Helmet,Verdi Beard,Holy,None,Vice City Pink,None,Dark Brown,Hypnotized,None,None,WSC Red T,Regular
1135,133.508,2872,None,None,Holy,None,Baby Yellow,Fresh Cut,Dark Brown,Angry,Tear Drop,None,WSC Black T,Drooling
1136,271.6514,502,None,Wise Grey Beard,Holy,None,Chrome,Luscious Brown,Light Beige,Angry,Barbed Wire,Gold Stud & Cross,Wen Moon T,Regular
1137,194.1919,913,Sombrero,None,Italian,None,Celadon,Murica,Light Brown,Angry,None,None,Analyst Blazer,Psycho Smile
1138,268.2943,450,None,None,Player,Chad Mask,Orange Sherbet,Black Fro,Light Brown,Cyborg,None,Silver Ring,Mink Coat,Psycho Smile
1139,211.8164,858,BlackBerry Cap,None,Player,None,Acquamarine,None,Dark Brown,3D Glasses,Rekt,Silver Ring,Exec Suit,Vampire
1140,148.1308,2112,None,None,Holy,None,Chrome,Luscious Blonde,Light Beige,Swimmies,None,None,Exec Suit,Cuban Cigar
1141,160.2643,1798,None,None,Player,None,Baby Yellow,Long Red Hair,Psychedelic,AR Glasses,None,None,Hodl 2 Moon T,Charming Smile
1142,231.6639,490,Black Beanie,Wise Grey Beard,Rockstar,None,Orange Sherbet,Murica,Light Beige,Black Wayfarer,None,Silver Ring,Playful Shirt,Regular
1143,111.1368,3030,None,None,Player,None,Baby Yellow,Michael B.,Dark Brown,Possessed,None,None,Shark Suit,Regular
1144,119.8646,2928,None,None,Player,None,Malibu Blue,Frazzled Bleached,Light Beige,Regular,None,None,WSC Black T,Drooling
1145,155.2129,1969,Doge Hat,None,Italian,None,Acquamarine,Balding,Light Beige,YOLO-ed life savings,None,None,Analyst Blazer,Bubble Gum
1146,137.3638,2525,None,None,Holy,None,Chrome,Michael B.,Light Brown,Angry,None,Helix Set,Mustard Polo,Bubble Gum
1147,192.6667,1188,None,None,Rockstar,None,Vice City Pink,Mullet,Light Beige,Stoned,Tear Drop,Silver Ring,Army Gear,Drooling
1148,119.029,2882,Black Beanie,None,Holy,None,Malibu Blue,Balding,Light Beige,Regular,None,None,Cookies N Cream Suit,Regular
1149,218.3022,1252,None,None,Player,None,Celadon,Frazzled Bleached,Psychedelic,Possessed,Barbed Wire,None,Rambo,Charming Smile
1150,189.2678,1060,None,None,Player,None,Baby Yellow,Luscious Blonde,Dark Brown,VR Headset,None,Diamond Stud & Cross,Blood-stained T,Killer Smile
1151,145.3546,2298,Samurai Helmet,None,Rockstar,None,Vice City Pink,None,Robot,Blasé,None,None,Hawaiian Shirt,Regular
1152,136.0,57,Astronaut Helmet,None,Holy,None,Chrome,None,Zombie,None,None,None,BTFD T,None
1153,192.055,1249,Black Beanie,Verdi Beard,Holy,None,Malibu Blue,Michael B.,Dark Brown,Villain Monocle,None,None,WSC Trader,Cuban Cigar
1154,214.1428,1876,None,Thick Beard,Rockstar,None,Baby Yellow,Top Knot,Light Brown,Possessed,None,Double Helix,Analyst Blazer,Bubble Gum
1155,221.9121,1482,None,None,Italian,None,Vice City Pink,Fresh Cut,Light Brown,Possessed,Barbed Wire,None,Ouch!,Bubble Gum
1156,203.0212,872,None,None,Player,None,Celadon,Janet Y.,Dark Brown,3D Glasses,None,None,Analyst Blazer,Killer Smile
1157,234.7791,620,None,None,Player,Chad Mask,Vice City Pink,Luscious Blonde,Light Brown,Cyborg,None,Diamond Stud & Cross,VC Fleece,Psycho Smile
1158,178.9635,1261,WSC Cap,None,Holy,None,Chrome,None,Light Brown,Founder Life,None,Double Helix,Varsity Jacket,Vampire
1159,187.6877,1231,None,None,Rockstar,None,Indigo,Rainbow Fro,Dark Brown,Founder Life,None,Double Helix,Army Gear,Regular
1160,173.0568,1481,Fast Food Cap,None,Holy,None,Malibu Blue,None,Zombie,YOLO-ed life savings,None,None,Dapper Suit,Cuban Cigar
1161,166.1615,1717,BlackBerry Cap,None,Holy,None,Orange Sherbet,None,Dark Brown,Hypnotized,None,None,Degen T,Killer Smile
1162,186.3961,1143,Wolf,None,Holy,None,Celadon,None,Dark Brown,The Gambler,None,None,Degen T,Regular
1163,188.0,234,Gold Laurel Wreath,None,Rockstar,None,Indigo,Dreadlocks,Light Beige,Angry,None,None,Papal Regalia,Killer Smile
1164,109.6154,3020,None,None,Rockstar,None,Acquamarine,Long Red Hair,Dark Brown,Blasé,None,None,WSC Trader,Shocked
1165,213.0103,640,Sombrero,None,Holy,None,Acquamarine,Murica,Light Beige,Angry,None,None,Exec Suit,420
1166,247.3896,670,Saudi Prince,None,Player,None,Baby Yellow,Murica,Light Beige,Angry,Barbed Wire,None,Degen T,Bubble Gum
1167,155.023,1963,None,None,Holy,None,Celadon,Punk Mohawk,Dark Brown,Black Wayfarer,None,Silver Ring,Black Tuxedo,Drooling
1168,176.9052,1390,None,None,Holy,None,Celadon,Luscious Blonde,Robot,Blasé,None,Double Helix,Psycho Rain Coat,Killer Smile
1169,113.9388,3023,None,None,Rockstar,None,Celadon,Luscious Brown,Dark Brown,Possessed,None,None,WSC Black T,Regular
1170,193.5533,827,Black Beanie,None,Holy,None,Malibu Blue,Balding,Dark Brown,Clockwork Orange,None,Double Helix,Blue Jeans Jacket,Regular
1171,263.6023,416,Fast Food Cap,None,Holy,None,Indigo,None,Light Brown,Blasé,Tear Drop,Double Helix,Bull Suit,Bubble Gum
1172,217.6283,650,None,None,Holy,None,Vice City Pink,Michael B.,Dark Brown,Beer Goggles,None,Gold Pendant,Turtleneck,Cuban Cigar
1173,113.2221,2980,Red Beanie,None,Rockstar,None,Acquamarine,Michael B.,Dark Brown,Angry,None,None,Cookies N Cream Suit,Killer Smile
1174,145.5408,2427,None,None,Italian,None,Celadon,Rainbow Fro,Dark Brown,Stoned,None,None,Varsity Jacket,Charming Smile
1175,124.7584,2800,None,None,Player,None,Chrome,Luscious Brown,Psychedelic,YOLO-ed life savings,None,None,Black Jeans Jacket,Regular
1176,173.3342,2447,None,None,Player,None,Chrome,Fresh Cut,Light Brown,Regular,69,None,Wen Moon T,Psycho Smile
1177,172.5118,1388,None,None,Holy,None,Orange Sherbet,Punk Mohawk,Dark Brown,Hypnotized,None,Double Helix,80s Gym,Shocked
1178,276.3215,310,None,None,Player,None,Baby Yellow,Frazzled Bleached,Light Beige,Three-Eyed,None,None,"""Investor"" T",Regular
1179,209.0693,866,None,None,Player,None,Indigo,Top Knot,Light Beige,Possessed,None,None,Astronaut,Rainbow Grillz
1180,179.2872,1349,Black Beanie,None,Rockstar,None,Celadon,Michael B.,Psychedelic,Swimmies,Tear Drop,None,Shark Suit,Regular
1181,135.9655,2588,None,None,Rockstar,None,Baby Yellow,Hipster Beanie,Light Brown,Swimmies,None,None,Wen Moon T,Regular
1182,170.6733,1455,None,None,Player,None,Acquamarine,Slicked Back,Psychedelic,Blasé,None,None,Hawaiian Shirt,Paint Mask
1183,168.3138,1715,None,None,Holy,None,Celadon,Long Red Hair,Dark Brown,Oval White Glasses,None,None,Army Gear,Charming Smile
1184,173.4188,1621,None,None,Holy,None,Chrome,Luscious Blonde,Light Brown,AR Glasses,Rekt,Silver Ring,Hodl 2 Moon T,Charming Smile
1185,134.7062,2573,None,None,Holy,None,Malibu Blue,Luscious Brown,Zombie,Oval White Glasses,None,None,Blood-stained T,Charming Smile
1186,239.7324,408,Gold Laurel Wreath,None,Rockstar,None,Indigo,Keith G.,Dark Brown,Clockwork Orange,None,None,Analyst Blazer,Killer Smile
1187,226.4849,1011,None,None,Player,None,Chrome,Frazzled Bleached,Zombie,Angry,Full Face,None,White Polo,Shocked
1188,103.6948,3060,None,None,Player,None,Indigo,Michael B.,Zombie,Possessed,None,None,Friday Night Blazer,Bubble Gum
1189,147.1282,2148,None,None,Holy,None,Baby Yellow,Frazzled Bleached,Zombie,Oval White Glasses,None,None,Black Jeans Jacket,Killer Smile
1190,195.027,925,None,None,Player,None,Orange Sherbet,Punk Mohawk,Dark Brown,VR Headset,None,Silver Ring,Hodl 2 Moon T,Killer Smile
1191,205.9305,919,None,None,Italian,None,Baby Yellow,Luscious Brown,Dark Brown,Oval White Glasses,None,Diamond Stud & Cross,Ape Suit,420
1192,182.2585,1334,Born To Ape Helmet,None,Holy,None,Malibu Blue,Michael B.,Dark Brown,3D Glasses,None,None,Knight Armor,Charming Smile
1193,151.6705,2054,None,None,Holy,None,Malibu Blue,Hipster Beanie,Light Brown,Black Wayfarer,None,None,Turtleneck,Rainbow Grillz
1194,25.0,21,King's Crown,None,Rockstar,None,Malibu Blue,Murica,Dark Brown,Three-Eyed,None,None,Degen T,Regular
1195,199.5733,1012,Pirate,None,Rockstar,None,Malibu Blue,Michael B.,Psychedelic,YOLO-ed life savings,None,None,Mink Coat,Shocked
1196,232.88,479,Balaklava,None,Player,None,Celadon,None,Dark Brown,Aviators Cyborg,None,None,Blood-stained T,420
1197,149.1356,2245,None,None,Italian,None,Vice City Pink,Luscious Brown,Psychedelic,Black Wayfarer,None,None,Shark Suit,Regular
1198,175.0341,1645,None,None,Holy,None,Chrome,Michael B.,Light Brown,Founder Life,Tear Drop,Silver Ring,"""Investor"" T",Shocked
1199,235.6608,800,Helicopter Cap,Verdi Beard,Rockstar,None,Baby Yellow,None,Robot,Villain Monocle,Rekt,None,Wen Moon T,Regular
1200,151.5127,1991,Fast Food Cap,None,Player,None,Indigo,None,Light Brown,AR Glasses,None,None,VC Fleece,420
1201,225.1679,540,Ushanka,None,Player,None,Baby Yellow,Michael B.,Dark Brown,Hypnotized,None,Silver Ring,This Guy F*cks Suit,Paint Mask
1202,166.0,133,Golden Halo,Verdi Beard,Rockstar,None,Vice City Pink,Lil Chaddy,Light Beige,Blasé,Rekt,None,Cookies N Cream Suit,Regular
1203,144.6944,2434,None,None,Italian,None,Orange Sherbet,Keith G.,Dark Brown,Stoned,None,None,GME T,Drooling
1204,179.108,1446,Ushanka,None,Player,None,Malibu Blue,Murica,Dark Brown,Black Wayfarer,Tear Drop,None,Gala Suit,Regular
1205,243.9843,466,None,None,Rockstar,None,Celadon,Janet Y.,Dark Brown,3D Glasses,None,None,BTFD T,Vampire
1206,180.3078,1319,Oil Tycoon,None,Holy,None,Orange Sherbet,Michael B.,Dark Brown,Regular,None,None,Knight Armor,Bubble Gum
1207,230.4284,536,None,None,Rockstar,None,Indigo,Green Fro,Robot,Villain Monocle,None,Diamond Stud & Cross,This Guy F*cks Suit,Regular
1208,159.4635,1951,None,None,Rockstar,None,Orange Sherbet,Dreadlocks,Dark Brown,Possessed,None,None,80s Disco Suit,Killer Smile
1209,121.3086,2996,None,None,Holy,None,Baby Yellow,Murica,Zombie,Stoned,Tear Drop,None,Black Tuxedo,Regular
1210,121.2667,2892,None,None,Player,None,Malibu Blue,Fresh Cut,Dark Brown,Founder Life,None,None,Blue Jeans Jacket,Regular
1211,248.8727,586,None,Verdi Beard,Rockstar,None,Baby Yellow,Luscious Brown,Light Beige,Regular,None,Diamond Stud & Cross,Puffer Vest,Regular
1212,195.342,2017,None,Wise Grey Beard,Holy,None,Acquamarine,Luscious Brown,Robot,Blasé,None,Diamond Stud & Cross,WcDonalds GM,Regular
